Strike,Moneyness,Bid,Mid,Ask,Latest,Change,%Change,Volume,"Open Int","OI Chg",IV,Delta,Type,Time
37.00,-106.36%,0.00,0.73,1.46,1.46,+1.46,unch,134,223,unch,128.68%,0.2598,Call,02/25/26
38.00,-111.94%,0.00,0.71,1.41,1.39,+1.39,unch,129,328,unch,129.11%,0.2492,Call,02/25/26
39.00,-117.51%,0.00,0.69,1.37,1.34,+0.01,+0.75%,139,130,unch,130.03%,0.2410,Call,02/25/26
40.00,-123.09%,0.35,0.87,1.38,1.30,+0.01,+0.78%,242,"10,340",+29,131.15%,0.2340,Call,02/25/26
42.50,-137.03%,0.00,0.62,1.23,1.20,-0.10,-7.69%,687,"12,066",+1,133.48%,0.2170,Call,02/25/26
45.00,-150.98%,0.00,0.60,1.20,1.11,-0.04,-3.48%,332,"37,640",unch,135.52%,0.2018,Call,02/25/26
47.50,-164.92%,0.00,0.56,1.12,1.03,-0.02,-1.90%,344,"163,557",+1,137.39%,0.1881,Call,02/25/26
50.00,-178.86%,0.50,0.76,1.02,0.96,unch,unch,"1,066","30,733",unch,139.16%,0.1761,Call,02/25/26
55.00,-206.75%,0.00,1.50,3.00,0.85,+0.01,+1.19%,646,"10,219",+661,142.70%,0.1566,Call,02/25/26
60.00,-234.63%,0.00,0.40,0.80,0.75,+0.02,+2.74%,"1,149","19,814","+2,722",145.37%,0.1393,Call,02/25/26
65.00,-262.52%,0.00,0.36,0.71,0.66,+0.02,+3.13%,10,854,+1,147.37%,0.1239,Call,02/25/26
70.00,-290.41%,0.50,0.75,1.00,0.58,-0.02,-3.33%,330,"31,142",+5,148.88%,0.1102,Call,02/25/26
75.00,-318.29%,0.33,0.45,0.58,0.54,unch,unch,23,"25,281",+1,151.78%,0.1024,Call,02/25/26
80.00,-346.18%,0.30,1.40,2.50,0.47,+0.01,+2.17%,1,"5,403",+3,152.31%,0.0906,Call,02/25/26
85.00,-374.07%,0.00,0.25,0.49,0.43,unch,unch,17,"21,303",unch,154.04%,0.0832,Call,02/25/26
90.00,-401.95%,0.30,0.38,0.45,0.40,-0.01,-2.44%,1,"25,330",+5,155.97%,0.0775,Call,02/25/26
95.00,-429.84%,0.00,0.21,0.42,0.35,unch,unch,0,"11,375",unch,161.05%,0.0792,Call,02/24/26
100.00,-457.72%,0.03,0.23,0.43,0.34,unch,unch,2,"21,432",+3,158.68%,0.0665,Call,02/25/26
110.00,-513.50%,0.00,0.18,0.35,0.31,+0.02,+6.90%,5,"10,345",+10,162.51%,0.0603,Call,02/25/26
120.00,-569.27%,0.00,0.16,0.32,0.23,unch,unch,0,"2,759",unch,168.97%,0.0605,Call,02/18/26
130.00,-625.04%,0.00,0.15,0.29,0.15,unch,unch,0,174,unch,171.44%,0.0549,Call,01/30/26
140.00,-680.81%,0.00,0.14,0.27,0.22,unch,unch,0,88,unch,174.20%,0.0510,Call,01/20/26
150.00,-736.59%,0.00,0.13,0.26,0.11,unch,unch,0,190,unch,177.47%,0.0487,Call,02/05/26
160.00,-792.36%,0.00,0.12,0.24,0.11,unch,unch,0,152,unch,179.33%,0.0451,Call,01/29/26
170.00,-848.13%,0.08,0.16,0.23,0.15,+0.15,unch,5,78,unch,171.79%,0.0304,Call,02/25/26
180.00,-903.90%,0.00,0.11,0.22,0.11,unch,unch,0,77,unch,184.14%,0.0410,Call,01/06/26
190.00,-959.68%,0.00,0.11,0.21,0.12,unch,unch,0,200,unch,186.14%,0.0390,Call,02/19/26
200.00,"-1,015.45%",0.00,0.10,0.20,0.10,unch,unch,0,304,unch,187.91%,0.0371,Call,02/11/26
10.00,-44.23%,0.00,0.05,0.10,0.01,unch,unch,0,47,unch,65.32%,-0.0341,Put,11/19/25
10.50,-41.44%,0.00,0.05,0.10,0.02,unch,unch,0,2,unch,60.69%,-0.0367,Put,10/23/25
11.00,-38.65%,0.00,0.05,0.10,0.01,unch,unch,0,71,unch,56.26%,-0.0395,Put,02/17/26
11.50,-35.86%,0.00,0.06,0.11,0.02,unch,unch,0,205,unch,53.09%,-0.0453,Put,01/29/26
12.00,-33.07%,0.00,0.09,0.17,0.01,+0.01,unch,100,849,unch,32.54%,-0.0087,Put,02/25/26
12.50,-30.28%,0.01,0.10,0.19,0.01,unch,unch,0,175,unch,43.96%,-0.0499,Put,02/17/26
13.00,-27.50%,0.02,0.07,0.12,0.04,unch,unch,0,"5,948",unch,37.14%,-0.0430,Put,02/24/26
13.50,-24.71%,0.03,0.09,0.14,0.05,unch,unch,0,863,unch,35.08%,-0.0536,Put,02/23/26
14.00,-21.92%,0.00,0.09,0.17,0.09,+0.01,+12.50%,48,"7,803",unch,31.96%,-0.0613,Put,02/25/26
14.50,-19.13%,0.00,0.12,0.24,0.17,unch,unch,0,536,unch,37.46%,-0.1199,Put,02/17/26
15.00,-16.34%,0.01,0.19,0.37,0.23,-0.01,-4.17%,240,"21,219",unch,32.87%,-0.1301,Put,02/25/26
16.00,-10.76%,0.00,0.30,0.59,0.51,+0.02,+4.08%,149,"32,187",+1,34.83%,-0.2308,Put,02/25/26
17.00,-5.19%,0.00,0.55,1.09,0.88,+0.03,+3.53%,297,"12,969",+11,35.44%,-0.3393,Put,02/25/26
18.00,+0.39%,0.00,0.80,1.59,1.38,-0.03,-2.13%,149,"7,243",+268,36.25%,-0.4524,Put,02/25/26
19.00,+5.97%,0.00,1.13,2.25,1.96,-0.04,-2.00%,154,"44,194","-20,000",36.20%,-0.5630,Put,02/25/26
20.00,+11.54%,0.00,1.39,2.78,2.59,+0.04,+1.57%,"1,242","17,771",unch,34.71%,-0.6771,Put,02/25/26
21.00,+17.12%,3.10,3.25,3.40,3.30,+0.05,+1.54%,"1,800","13,562",unch,32.34%,-0.7919,Put,02/25/26
22.00,+22.70%,3.85,4.00,4.15,4.00,unch,unch,139,"8,119",+1,0.00%,0.0000,Put,02/25/26
23.00,+28.28%,4.60,4.75,4.90,4.75,+4.75,unch,129,841,unch,0.00%,0.0000,Put,02/25/26
24.00,+33.85%,5.35,5.53,5.70,5.50,+5.50,unch,2,252,unch,0.00%,0.0000,Put,02/25/26
25.00,+39.43%,6.15,6.30,6.45,6.35,+0.05,+0.79%,4,383,+2,0.00%,0.0000,Put,02/25/26
26.00,+45.01%,2.00,4.65,7.30,7.13,+0.02,+0.28%,31,471,+3,0.00%,0.0000,Put,02/25/26
27.00,+50.59%,7.80,7.98,8.15,8.02,unch,unch,0,62,unch,0.00%,0.0000,Put,02/18/26
28.00,+56.16%,8.65,8.83,9.00,8.87,+0.03,+0.34%,20,26,+3,0.00%,0.0000,Put,02/25/26
29.00,+61.74%,9.55,9.70,9.85,9.65,unch,unch,0,15,unch,0.00%,0.0000,Put,02/18/26
30.00,+67.32%,10.50,10.63,10.75,10.74,unch,unch,0,685,unch,0.00%,0.0000,Put,02/10/26
31.00,+72.89%,11.40,11.53,11.65,12.04,unch,unch,0,2,unch,0.00%,0.0000,Put,01/22/26
32.00,+78.47%,12.30,12.43,12.55,12.45,unch,unch,0,2,unch,0.00%,0.0000,Put,N/A
33.00,+84.05%,13.20,13.33,13.45,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
34.00,+89.63%,14.10,14.23,14.35,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
35.00,+95.20%,15.05,15.18,15.30,15.04,unch,unch,0,31,unch,0.00%,0.0000,Put,02/13/26
36.00,+100.78%,15.95,16.08,16.20,15.50,unch,unch,0,5,unch,0.00%,0.0000,Put,10/21/25
37.00,+106.36%,16.90,17.03,17.15,17.07,unch,unch,0,2,unch,0.00%,0.0000,Put,01/20/26
38.00,+111.94%,17.85,17.98,18.10,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
39.00,+117.51%,18.80,18.93,19.05,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
40.00,+123.09%,19.70,19.83,19.95,19.64,unch,unch,0,83,unch,0.00%,0.0000,Put,02/23/26
42.50,+137.03%,22.10,22.23,22.35,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
45.00,+150.98%,24.50,24.63,24.75,24.50,unch,unch,0,14,unch,0.00%,0.0000,Put,02/09/26
47.50,+164.92%,26.90,27.03,27.15,26.82,unch,unch,0,1,unch,0.00%,0.0000,Put,02/23/26
50.00,+178.86%,29.20,29.38,29.55,29.42,unch,unch,0,6,unch,0.00%,0.0000,Put,02/05/26
55.00,+206.75%,34.05,34.20,34.35,34.15,+34.15,unch,1,1,unch,0.00%,0.0000,Put,02/25/26
60.00,+234.63%,38.95,39.08,39.20,37.60,unch,unch,0,2,unch,0.00%,0.0000,Put,10/17/25
65.00,+262.52%,43.80,43.93,44.05,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
70.00,+290.41%,48.65,48.80,48.95,47.62,unch,unch,0,1,unch,0.00%,0.0000,Put,10/06/25
75.00,+318.29%,53.55,53.68,53.80,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
80.00,+346.18%,58.45,58.58,58.70,57.02,unch,unch,0,0,unch,0.00%,0.0000,Put,12/01/25
85.00,+374.07%,63.35,63.48,63.60,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
90.00,+401.95%,68.25,68.38,68.50,66.72,unch,unch,0,0,unch,0.00%,0.0000,Put,12/01/25
95.00,+429.84%,73.15,73.28,73.40,71.00,unch,unch,0,1,unch,0.00%,0.0000,Put,10/21/25
100.00,+457.72%,78.05,78.20,78.35,77.40,unch,unch,0,1,unch,0.00%,0.0000,Put,12/18/25
110.00,+513.50%,87.90,88.03,88.15,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
120.00,+569.27%,97.75,97.88,98.00,95.40,unch,unch,0,1,unch,0.00%,0.0000,Put,10/17/25
130.00,+625.04%,107.60,107.75,107.90,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
140.00,+680.81%,117.45,117.60,117.75,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
150.00,+736.59%,127.30,127.45,127.60,124.50,unch,unch,0,1,unch,0.00%,0.0000,Put,09/25/25
160.00,+792.36%,137.15,137.30,137.45,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
170.00,+848.13%,147.00,147.18,147.35,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
180.00,+903.90%,130.00,155.00,180.00,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
190.00,+959.68%,140.00,165.00,190.00,164.61,unch,unch,0,0,unch,0.00%,0.0000,Put,10/24/25
200.00,"+1,015.45%",150.00,175.00,200.00,173.51,unch,unch,0,4,unch,0.00%,0.0000,Put,10/24/25
"Downloaded from Barchart.com as of 02-26-2026 03:01am CST"
