Strike,Moneyness,Bid,Mid,Ask,Latest,Change,%Change,Volume,"Open Int","OI Chg",IV,Delta,Type,Time
26.00,-45.01%,0.00,1.03,2.06,1.05,-0.30,-22.22%,16,45,unch,158.85%,0.2681,Call,02/25/26
27.00,-50.59%,0.69,1.30,1.90,0.98,-0.18,-15.52%,47,86,-1,163.01%,0.2499,Call,02/25/26
28.00,-56.16%,0.00,0.89,1.77,0.93,-0.15,-13.89%,160,99,+62,167.74%,0.2354,Call,02/25/26
29.00,-61.74%,0.00,0.83,1.66,0.85,-0.19,-18.27%,80,52,+10,169.83%,0.2173,Call,02/25/26
30.00,-67.32%,0.60,1.09,1.57,0.80,-0.14,-14.89%,364,598,+56,173.32%,0.2043,Call,02/25/26
31.00,-72.89%,0.00,0.75,1.49,0.88,unch,unch,0,445,+100,224.41%,0.2858,Call,02/24/26
32.00,-78.47%,0.00,0.71,1.42,0.71,-0.14,-16.47%,2,41,+2,179.51%,0.1812,Call,02/25/26
33.00,-84.05%,0.00,0.68,1.35,0.95,unch,unch,0,16,unch,229.11%,0.2612,Call,02/23/26
34.00,-89.63%,0.00,0.35,0.70,0.83,unch,unch,0,14,unch,190.33%,0.1723,Call,02/19/26
35.00,-95.20%,0.00,0.62,1.23,0.64,-0.09,-12.33%,13,147,unch,190.88%,0.1597,Call,02/25/26
36.00,-100.78%,0.00,0.59,1.18,0.68,unch,unch,0,11,unch,235.71%,0.2305,Call,02/18/26
37.00,-106.36%,0.00,0.57,1.13,0.81,unch,unch,0,4,unch,237.68%,0.2215,Call,02/23/26
38.00,-111.94%,0.00,0.54,1.08,0.66,unch,unch,0,7,+1,239.35%,0.2126,Call,02/24/26
39.00,-117.51%,0.00,0.52,1.04,0.48,-0.08,-14.29%,2,11,+3,195.68%,0.1235,Call,02/25/26
40.00,-123.09%,0.00,0.50,1.00,0.47,-0.08,-14.55%,52,298,+20,198.99%,0.1199,Call,02/25/26
42.50,-137.03%,0.00,0.45,0.90,0.42,+0.42,unch,2,3,unch,203.85%,0.1072,Call,02/25/26
45.00,-150.98%,0.00,0.41,0.82,0.38,+0.38,unch,4,13,unch,208.56%,0.0969,Call,02/25/26
47.50,-164.92%,0.00,0.38,0.75,0.47,unch,unch,0,6,unch,253.93%,0.1516,Call,02/19/26
50.00,-178.86%,0.00,0.35,0.69,0.30,-0.09,-23.08%,2,243,+25,214.73%,0.0775,Call,02/25/26
55.00,-206.75%,0.22,0.40,0.59,0.27,-0.08,-22.86%,10,11,+6,224.53%,0.0685,Call,02/25/26
60.00,-234.63%,0.00,0.26,0.51,0.21,+0.21,unch,10,86,unch,227.01%,0.0546,Call,02/25/26
65.00,-262.52%,0.00,0.23,0.45,0.27,unch,unch,0,25,unch,273.30%,0.0935,Call,02/23/26
70.00,-290.41%,0.00,0.20,0.40,0.17,+0.17,unch,13,51,unch,240.08%,0.0435,Call,02/25/26
75.00,-318.29%,0.00,0.18,0.36,0.12,-0.03,-20.00%,40,225,+45,236.80%,0.0322,Call,02/25/26
80.00,-346.18%,0.00,0.16,0.32,0.13,+0.13,unch,2,127,unch,247.77%,0.0335,Call,02/25/26
85.00,-374.07%,0.00,0.14,0.28,0.13,unch,unch,0,10,unch,287.03%,0.0598,Call,02/18/26
90.00,-401.95%,0.00,0.13,0.25,0.11,unch,unch,0,2,+1,289.34%,0.0538,Call,02/24/26
95.00,-429.84%,0.00,0.12,0.23,0.00,unch,unch,0,0,unch,292.60%,0.0496,Call,N/A
100.00,-457.72%,0.00,0.10,0.20,0.05,unch,unch,0,3,+3,292.99%,0.0438,Call,02/24/26
10.00,-44.23%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
10.50,-41.44%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
11.00,-38.65%,0.00,0.03,0.05,0.00,unch,unch,0,0,unch,97.08%,-0.0249,Put,N/A
11.50,-35.86%,0.00,0.03,0.05,0.00,unch,unch,0,0,unch,89.43%,-0.0270,Put,N/A
12.00,-33.07%,0.00,0.03,0.05,0.02,+0.02,unch,15,15,unch,70.48%,-0.0151,Put,02/25/26
12.50,-30.28%,0.00,0.03,0.06,0.00,unch,unch,0,0,unch,77.62%,-0.0361,Put,N/A
13.00,-27.50%,0.00,0.03,0.06,0.05,unch,unch,0,2,unch,70.54%,-0.0395,Put,02/13/26
13.50,-24.71%,0.00,0.04,0.07,0.00,unch,unch,0,0,unch,65.76%,-0.0481,Put,N/A
14.00,-21.92%,0.00,0.05,0.10,0.00,unch,unch,0,0,unch,63.96%,-0.0668,Put,N/A
14.50,-19.13%,0.00,0.08,0.16,0.04,unch,unch,0,23,unch,64.50%,-0.0982,Put,02/23/26
15.00,-16.34%,0.00,0.14,0.28,0.07,-0.01,-12.50%,12,134,+1,45.54%,-0.0671,Put,02/25/26
16.00,-10.76%,0.00,0.40,0.79,0.17,+0.17,unch,4,211,unch,42.58%,-0.1478,Put,02/25/26
17.00,-5.19%,0.25,0.93,1.61,0.53,+0.02,+3.92%,63,128,unch,48.67%,-0.3156,Put,02/25/26
18.00,+0.39%,0.00,1.25,2.49,0.95,unch,unch,53,75,+5,47.28%,-0.4794,Put,02/25/26
19.00,+5.97%,0.00,1.78,3.55,1.57,+0.05,+3.29%,23,39,unch,47.73%,-0.6407,Put,02/25/26
20.00,+11.54%,0.19,2.43,4.66,2.25,+0.08,+3.69%,52,125,+26,42.64%,-0.8065,Put,02/25/26
21.00,+17.12%,0.67,2.34,4.00,3.00,+0.18,+6.38%,20,70,+7,0.00%,0.0000,Put,02/25/26
22.00,+22.70%,1.28,4.04,6.79,3.88,+0.20,+5.43%,43,235,+32,0.00%,0.0000,Put,02/25/26
23.00,+28.28%,1.93,4.89,7.84,4.55,+4.55,unch,1,4,unch,0.00%,0.0000,Put,02/25/26
24.00,+33.85%,2.64,5.77,8.90,5.43,+5.43,unch,50,50,unch,0.00%,0.0000,Put,02/25/26
25.00,+39.43%,3.40,6.69,9.97,6.33,+6.33,unch,50,50,unch,0.00%,0.0000,Put,02/25/26
26.00,+45.01%,4.19,7.60,11.00,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
27.00,+50.59%,5.03,8.53,12.03,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
28.00,+56.16%,5.90,9.48,13.05,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
29.00,+61.74%,6.79,10.43,14.06,10.00,+0.15,+1.52%,27,27,+27,0.00%,0.0000,Put,02/25/26
30.00,+67.32%,7.70,11.39,15.07,11.02,+11.02,unch,1,52,unch,0.00%,0.0000,Put,02/25/26
31.00,+72.89%,8.61,12.33,16.06,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
32.00,+78.47%,9.53,13.29,17.06,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
33.00,+84.05%,10.46,14.26,18.06,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
34.00,+89.63%,11.40,15.23,19.06,14.50,unch,unch,0,1,unch,0.00%,0.0000,Put,02/23/26
35.00,+95.20%,12.34,16.20,20.05,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
36.00,+100.78%,13.28,17.17,21.05,16.20,unch,unch,0,1,unch,0.00%,0.0000,Put,02/23/26
37.00,+106.36%,14.23,18.14,22.05,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
38.00,+111.94%,15.18,19.11,23.04,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
39.00,+117.51%,16.13,20.09,24.04,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
40.00,+123.09%,17.09,21.06,25.04,20.41,unch,unch,0,1,unch,0.00%,0.0000,Put,N/A
42.50,+137.03%,19.49,23.51,27.53,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
45.00,+150.98%,21.90,25.96,30.02,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
47.50,+164.92%,24.32,28.42,32.52,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
50.00,+178.86%,26.75,30.88,35.01,30.36,+30.36,unch,10,10,unch,0.00%,0.0000,Put,02/25/26
55.00,+206.75%,31.64,35.82,39.99,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
60.00,+234.63%,36.54,40.76,44.98,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
65.00,+262.52%,41.47,45.72,49.96,44.89,unch,unch,0,30,unch,0.00%,0.0000,Put,N/A
70.00,+290.41%,46.40,50.68,54.95,49.54,unch,unch,0,44,unch,0.00%,0.0000,Put,02/19/26
75.00,+318.29%,51.34,55.64,59.94,54.72,unch,unch,0,48,unch,0.00%,0.0000,Put,N/A
80.00,+346.18%,56.29,60.61,64.94,59.68,unch,unch,0,47,unch,0.00%,0.0000,Put,N/A
85.00,+374.07%,61.23,65.58,69.93,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
90.00,+401.95%,66.19,70.56,74.93,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
95.00,+429.84%,71.15,75.54,79.92,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
100.00,+457.72%,76.11,80.51,84.91,79.92,+79.92,unch,10,10,unch,0.00%,0.0000,Put,02/25/26
"Downloaded from Barchart.com as of 02-26-2026 03:02am CST"
